Wavelength,X,Y,Z
764,9.81060E-05,3.83012E-05,0.0
765,9.17248E-05,3.58222E-05,0.0
766,8.57986E-05,3.35190E-05,0.0
767,8.02817E-05,3.13742E-05,0.0
768,7.51301E-05,2.93707E-05,0.0
769,7.03057E-05,2.74938E-05,0.0
770,6.57753E-05,2.57308E-05,0.0
771,6.15151E-05,2.40725E-05,0.0
772,5.75203E-05,2.25170E-05,0.0
773,5.37881E-05,2.10635E-05,0.0
774,5.03135E-05,1.97099E-05,0.0
775,4.70892E-05,1.84535E-05,0.0
776,4.41032E-05,1.72898E-05,0.0
777,4.13315E-05,1.62093E-05,0.0
778,3.87499E-05,1.52026E-05,0.0
779,3.63376E-05,1.42617E-05,0.0
780,3.40765E-05,1.33795E-05,0.0
781,3.19524E-05,1.25504E-05,0.0
782,2.99581E-05,1.17717E-05,0.0
783,2.80878E-05,1.10412E-05,0.0
784,2.63358E-05,1.03566E-05,0.0
785,2.46963E-05,9.71580E-06,0.0
786,2.31631E-05,9.11632E-06,0.0
787,2.17286E-05,8.55520E-06,0.0
788,2.03852E-05,8.02956E-06,0.0
789,1.91263E-05,7.53677E-06,0.0
790,1.79455E-05,7.07442E-06,0.0
791,1.68378E-05,6.64046E-06,0.0
792,1.57991E-05,6.23344E-06,0.0
793,1.48260E-05,5.85203E-06,0.0
794,1.39153E-05,5.49496E-06,0.0
795,1.30634E-05,5.16095E-06,0.0
796,1.22672E-05,4.84869E-06,0.0
797,1.15228E-05,4.55671E-06,0.0
798,1.08266E-05,4.28358E-06,0.0
799,1.01754E-05,4.02799E-06,0.0
800,9.56599E-06,3.78873E-06,0.0
801,8.99541E-06,3.56460E-06,0.0
802,8.46025E-06,3.35429E-06,0.0
803,7.95738E-06,3.15656E-06,0.0
804,7.48400E-06,2.97033E-06,0.0
805,7.03762E-06,2.79462E-06,0.0
806,6.61631E-06,2.62870E-06,0.0
807,6.21926E-06,2.47225E-06,0.0
808,5.84584E-06,2.32503E-06,0.0
809,5.49531E-06,2.18677E-06,0.0
810,5.16685E-06,2.05715E-06,0.0
811,4.85951E-06,1.93581E-06,0.0
812,4.57197E-06,1.82224E-06,0.0
813,4.30292E-06,1.71591E-06,0.0
814,4.05112E-06,1.61635E-06,0.0
815,3.81543E-06,1.52311E-06,0.0
816,3.59472E-06,1.43575E-06,0.0
817,3.38774E-06,1.35377E-06,0.0
818,3.19330E-06,1.27671E-06,0.0
819,3.01036E-06,1.20417E-06,0.0
820,2.83798E-06,1.13576E-06,0.0
821,2.67536E-06,1.07118E-06,0.0
822,2.52202E-06,1.01024E-06,0.0
823,2.37751E-06,9.52778E-07,0.0
824,2.24142E-06,8.98622E-07,0.0
825,2.11332E-06,8.47617E-07,0.0
826,1.99283E-06,7.99605E-07,0.0
827,1.87954E-06,7.54436E-07,0.0
828,1.77308E-06,7.11962E-07,0.0
829,1.67309E-06,6.72042E-07,0.0
830,1.57920E-06,6.34538E-07,0.0
