Wavelength,L,M,S
498,2.60263E-01,3.91742E-01,1.40122E-01
498,2.61391E-01,3.93163E-01,1.39382E-01
498,2.62525E-01,3.94591E-01,1.38643E-01
498,2.63664E-01,3.96026E-01,1.37907E-01
498,2.64810E-01,3.97467E-01,1.37173E-01
498,2.65961E-01,3.98915E-01,1.36441E-01
498,2.67118E-01,4.00370E-01,1.35712E-01
498,2.68281E-01,4.01832E-01,1.34984E-01
498,2.69450E-01,4.03301E-01,1.34258E-01
498,2.70625E-01,4.04777E-01,1.33533E-01
499,2.71805E-01,4.06259E-01,1.32811E-01
499,2.72992E-01,4.07749E-01,1.32090E-01
499,2.74184E-01,4.09246E-01,1.31371E-01
499,2.75383E-01,4.10749E-01,1.30653E-01
499,2.76587E-01,4.12260E-01,1.29937E-01
499,2.77798E-01,4.13778E-01,1.29222E-01
499,2.79014E-01,4.15303E-01,1.28508E-01
499,2.80236E-01,4.16835E-01,1.27796E-01
499,2.81464E-01,4.18375E-01,1.27084E-01
500,2.82698E-01,4.19922E-01,1.26374E-01
500,2.83939E-01,4.21475E-01,1.25665E-01
500,2.85185E-01,4.23037E-01,1.24957E-01
500,2.86437E-01,4.24605E-01,1.24250E-01
500,2.87695E-01,4.26181E-01,1.23544E-01
500,2.88959E-01,4.27764E-01,1.22839E-01
500,2.90230E-01,4.29355E-01,1.22135E-01
500,2.91506E-01,4.30953E-01,1.21431E-01
500,2.92788E-01,4.32559E-01,1.20728E-01
500,2.94077E-01,4.34172E-01,1.20026E-01
500,2.95371E-01,4.35792E-01,1.19325E-01
501,2.96672E-01,4.37419E-01,1.18625E-01
501,2.97978E-01,4.39054E-01,1.17926E-01
501,2.99291E-01,4.40696E-01,1.17228E-01
501,3.00609E-01,4.42345E-01,1.16530E-01
501,3.01934E-01,4.44001E-01,1.15834E-01
501,3.03264E-01,4.45664E-01,1.15138E-01
501,3.04601E-01,4.47334E-01,1.14443E-01
501,3.05943E-01,4.49012E-01,1.13750E-01
501,3.07292E-01,4.50696E-01,1.13057E-01
502,3.08646E-01,4.52387E-01,1.12365E-01
502,3.10007E-01,4.54086E-01,1.11675E-01
502,3.11373E-01,4.55791E-01,1.10985E-01
502,3.12745E-01,4.57503E-01,1.10296E-01
502,3.14124E-01,4.59221E-01,1.09609E-01
502,3.15508E-01,4.60947E-01,1.08922E-01
502,3.16898E-01,4.62679E-01,1.08237E-01
502,3.18294E-01,4.64418E-01,1.07552E-01
502,3.19696E-01,4.66163E-01,1.06869E-01
502,3.21104E-01,4.67915E-01,1.06187E-01
502,3.22517E-01,4.69674E-01,1.05506E-01
503,3.23937E-01,4.71439E-01,1.04826E-01
503,3.25362E-01,4.73210E-01,1.04147E-01
503,3.26793E-01,4.74988E-01,1.03470E-01
503,3.28230E-01,4.76772E-01,1.02793E-01
503,3.29673E-01,4.78562E-01,1.02118E-01
503,3.31122E-01,4.80358E-01,1.01444E-01
503,3.32576E-01,4.82161E-01,1.00772E-01
503,3.34036E-01,4.83969E-01,1.00100E-01
503,3.35502E-01,4.85784E-01,9.94302E-02
504,3.36973E-01,4.87605E-01,9.87614E-02
504,3.38451E-01,4.89431E-01,9.80939E-02
504,3.39933E-01,4.91264E-01,9.74278E-02
504,3.41422E-01,4.93102E-01,9.67630E-02
504,3.42916E-01,4.94946E-01,9.60995E-02
504,3.44416E-01,4.96795E-01,9.54374E-02
504,3.45921E-01,4.98651E-01,9.47768E-02
504,3.47432E-01,5.00511E-01,9.41175E-02
504,3.48949E-01,5.02377E-01,9.34597E-02
504,3.50470E-01,5.04249E-01,9.28033E-02
504,3.51998E-01,5.06126E-01,9.21484E-02
505,3.53531E-01,5.08008E-01,9.14950E-02
505,3.55069E-01,5.09895E-01,9.08431E-02
505,3.56613E-01,5.11787E-01,9.01927E-02
505,3.58162E-01,5.13685E-01,8.95438E-02
505,3.59716E-01,5.15587E-01,8.88965E-02
505,3.61276E-01,5.17494E-01,8.82508E-02
505,3.62841E-01,5.19406E-01,8.76069E-02
505,3.64412E-01,5.21323E-01,8.69648E-02
505,3.65987E-01,5.23244E-01,8.63247E-02
506,3.67568E-01,5.25170E-01,8.56868E-02
506,3.69154E-01,5.27101E-01,8.50512E-02
506,3.70746E-01,5.29036E-01,8.44180E-02
506,3.72342E-01,5.30975E-01,8.37874E-02
506,3.73944E-01,5.32919E-01,8.31595E-02
506,3.75550E-01,5.34868E-01,8.25343E-02
506,3.77162E-01,5.36820E-01,8.19121E-02
506,3.78779E-01,5.38777E-01,8.12929E-02
506,3.80401E-01,5.40738E-01,8.06769E-02
506,3.82028E-01,5.42703E-01,8.00641E-02
506,3.83660E-01,5.44672E-01,7.94547E-02
507,3.85297E-01,5.46645E-01,7.88487E-02
507,3.86939E-01,5.48622E-01,7.82463E-02
507,3.88586E-01,5.50602E-01,7.76476E-02
507,3.90238E-01,5.52587E-01,7.70525E-02
507,3.91895E-01,5.54575E-01,7.64613E-02
507,3.93556E-01,5.56566E-01,7.58741E-02
507,3.95222E-01,5.58561E-01,7.52908E-02
507,3.96893E-01,5.60560E-01,7.47115E-02
507,3.98569E-01,5.62562E-01,7.41365E-02
508,4.00250E-01,5.64567E-01,7.35656E-02
508,4.01935E-01,5.66575E-01,7.29990E-02
508,4.03625E-01,5.68587E-01,7.24368E-02
508,4.05319E-01,5.70602E-01,7.18790E-02
508,4.07018E-01,5.72619E-01,7.13257E-02
508,4.08722E-01,5.74640E-01,7.07769E-02
508,4.10430E-01,5.76663E-01,7.02326E-02
508,4.12142E-01,5.78689E-01,6.96931E-02
508,4.13859E-01,5.80717E-01,6.91582E-02
508,4.15580E-01,5.82749E-01,6.86280E-02
508,4.17306E-01,5.84782E-01,6.81027E-02
509,4.19036E-01,5.86818E-01,6.75822E-02
509,4.20770E-01,5.88857E-01,6.70665E-02
509,4.22508E-01,5.90897E-01,6.65558E-02
509,4.24251E-01,5.92940E-01,6.60499E-02
509,4.25998E-01,5.94984E-01,6.55491E-02
509,4.27748E-01,5.97031E-01,6.50533E-02
509,4.29503E-01,5.99079E-01,6.45625E-02
509,4.31262E-01,6.01129E-01,6.40768E-02
509,4.33025E-01,6.03181E-01,6.35962E-02
510,4.34792E-01,6.05234E-01,6.31208E-02
510,4.36563E-01,6.07289E-01,6.26504E-02
510,4.38337E-01,6.09345E-01,6.21853E-02
510,4.40115E-01,6.11402E-01,6.17253E-02
510,4.41897E-01,6.13461E-01,6.12705E-02
510,4.43683E-01,6.15520E-01,6.08210E-02
510,4.45472E-01,6.17581E-01,6.03766E-02
510,4.47265E-01,6.19642E-01,5.99374E-02
510,4.49061E-01,6.21704E-01,5.95031E-02
510,4.50861E-01,6.23767E-01,5.90737E-02
510,4.52665E-01,6.25831E-01,5.86490E-02
511,4.54471E-01,6.27896E-01,5.82289E-02
511,4.56281E-01,6.29961E-01,5.78132E-02
511,4.58095E-01,6.32027E-01,5.74019E-02
511,4.59911E-01,6.34094E-01,5.69948E-02
511,4.61731E-01,6.36162E-01,5.65919E-02
511,4.63554E-01,6.38230E-01,5.61930E-02
511,4.65380E-01,6.40299E-01,5.57979E-02
511,4.67209E-01,6.42369E-01,5.54067E-02
511,4.69041E-01,6.44439E-01,5.50192E-02
512,4.70876E-01,6.46510E-01,5.46352E-02
512,4.72714E-01,6.48581E-01,5.42547E-02
512,4.74555E-01,6.50653E-01,5.38777E-02
512,4.76399E-01,6.52726E-01,5.35039E-02
512,4.78245E-01,6.54798E-01,5.31333E-02
512,4.80094E-01,6.56872E-01,5.27659E-02
512,4.81945E-01,6.58945E-01,5.24015E-02
512,4.83799E-01,6.61019E-01,5.20400E-02
512,4.85656E-01,6.63094E-01,5.16814E-02
512,4.87515E-01,6.65169E-01,5.13255E-02
512,4.89376E-01,6.67244E-01,5.09723E-02
513,4.91240E-01,6.69319E-01,5.06217E-02
513,4.93106E-01,6.71395E-01,5.02737E-02
513,4.94974E-01,6.73471E-01,4.99281E-02
513,4.96844E-01,6.75547E-01,4.95849E-02
513,4.98717E-01,6.77624E-01,4.92440E-02
513,5.00591E-01,6.79700E-01,4.89053E-02
513,5.02467E-01,6.81777E-01,4.85688E-02
513,5.04346E-01,6.83854E-01,4.82344E-02
513,5.06225E-01,6.85931E-01,4.79021E-02
514,5.08107E-01,6.88008E-01,4.75717E-02
514,5.09991E-01,6.90085E-01,4.72432E-02
514,5.11875E-01,6.92162E-01,4.69165E-02
514,5.13762E-01,6.94239E-01,4.65917E-02
514,5.15650E-01,6.96316E-01,4.62685E-02
514,5.17539E-01,6.98393E-01,4.59470E-02
514,5.19430E-01,7.00470E-01,4.56271E-02
514,5.21322E-01,7.02546E-01,4.53088E-02
514,5.23215E-01,7.04623E-01,4.49920E-02
514,5.25109E-01,7.06700E-01,4.46767E-02
514,5.27005E-01,7.08776E-01,4.43627E-02
515,5.28901E-01,7.10852E-01,4.40501E-02
515,5.30798E-01,7.12928E-01,4.37388E-02
515,5.32696E-01,7.15004E-01,4.34288E-02
515,5.34594E-01,7.17079E-01,4.31199E-02
515,5.36494E-01,7.19154E-01,4.28123E-02
515,5.38394E-01,7.21229E-01,4.25058E-02
515,5.40294E-01,7.23303E-01,4.22004E-02
515,5.42195E-01,7.25376E-01,4.18962E-02
515,5.44095E-01,7.27448E-01,4.15932E-02
516,5.45996E-01,7.29519E-01,4.12914E-02
516,5.47896E-01,7.31589E-01,4.09909E-02
516,5.49796E-01,7.33656E-01,4.06916E-02
516,5.51696E-01,7.35721E-01,4.03935E-02
516,5.53595E-01,7.37784E-01,4.00968E-02
516,5.55493E-01,7.39844E-01,3.98014E-02
516,5.57390E-01,7.41901E-01,3.95073E-02
516,5.59285E-01,7.43955E-01,3.92145E-02
516,5.61180E-01,7.46006E-01,3.89231E-02
516,5.63072E-01,7.48052E-01,3.86331E-02
516,5.64963E-01,7.50095E-01,3.83445E-02
517,5.66852E-01,7.52133E-01,3.80573E-02
517,5.68739E-01,7.54166E-01,3.77715E-02
517,5.70624E-01,7.56195E-01,3.74871E-02
517,5.72506E-01,7.58218E-01,3.72042E-02
517,5.74386E-01,7.60235E-01,3.69227E-02
517,5.76263E-01,7.62247E-01,3.66427E-02
517,5.78137E-01,7.64253E-01,3.63642E-02
517,5.80007E-01,7.66252E-01,3.60872E-02
517,5.81874E-01,7.68244E-01,3.58117E-02
518,5.83738E-01,7.70230E-01,3.55377E-02
518,5.85598E-01,7.72207E-01,3.52653E-02
518,5.87454E-01,7.74178E-01,3.49943E-02
518,5.89305E-01,7.76140E-01,3.47250E-02
518,5.91152E-01,7.78094E-01,3.44571E-02
518,5.92995E-01,7.80039E-01,3.41909E-02
518,5.94833E-01,7.81975E-01,3.39262E-02
518,5.96666E-01,7.83902E-01,3.36631E-02
518,5.98493E-01,7.85819E-01,3.34016E-02
518,6.00316E-01,7.87726E-01,3.31416E-02
518,6.02132E-01,7.89623E-01,3.28833E-02
519,6.03943E-01,7.91509E-01,3.26266E-02
519,6.05748E-01,7.93384E-01,3.23715E-02
519,6.07546E-01,7.95248E-01,3.21180E-02
519,6.09338E-01,7.97101E-01,3.18661E-02
519,6.11124E-01,7.98941E-01,3.16158E-02
519,6.12902E-01,8.00769E-01,3.13672E-02
519,6.14673E-01,8.02584E-01,3.11202E-02
519,6.16437E-01,8.04387E-01,3.08748E-02
519,6.18194E-01,8.06176E-01,3.06311E-02
520,6.19942E-01,8.07951E-01,3.03890E-02
520,6.21683E-01,8.09712E-01,3.01486E-02
520,6.23415E-01,8.11459E-01,2.99098E-02
520,6.25139E-01,8.13191E-01,2.96726E-02
520,6.26855E-01,8.14908E-01,2.94371E-02
520,6.28561E-01,8.16610E-01,2.92033E-02
520,6.30258E-01,8.18295E-01,2.89711E-02
520,6.31947E-01,8.19965E-01,2.87405E-02
520,6.33626E-01,8.21620E-01,2.85116E-02
520,6.35296E-01,8.23259E-01,2.82842E-02
520,6.36958E-01,8.24883E-01,2.80585E-02
521,6.38611E-01,8.26493E-01,2.78344E-02
521,6.40255E-01,8.28087E-01,2.76118E-02
521,6.41891E-01,8.29667E-01,2.73909E-02
521,6.43519E-01,8.31232E-01,2.71714E-02
521,6.45139E-01,8.32783E-01,2.69536E-02
521,6.46750E-01,8.34320E-01,2.67372E-02
521,6.48353E-01,8.35843E-01,2.65224E-02
521,6.49949E-01,8.37352E-01,2.63091E-02
521,6.51537E-01,8.38848E-01,2.60973E-02
522,6.53117E-01,8.40330E-01,2.58870E-02
522,6.54689E-01,8.41800E-01,2.56782E-02
522,6.56255E-01,8.43256E-01,2.54708E-02
522,6.57813E-01,8.44700E-01,2.52650E-02
522,6.59363E-01,8.46131E-01,2.50605E-02
522,6.60907E-01,8.47550E-01,2.48575E-02
522,6.62444E-01,8.48957E-01,2.46560E-02
522,6.63975E-01,8.50352E-01,2.44558E-02
522,6.65499E-01,8.51736E-01,2.42571E-02
522,6.67016E-01,8.53108E-01,2.40598E-02
522,6.68527E-01,8.54469E-01,2.38638E-02
523,6.70032E-01,8.55819E-01,2.36693E-02
523,6.71531E-01,8.57158E-01,2.34761E-02
523,6.73024E-01,8.58487E-01,2.32843E-02
523,6.74511E-01,8.59805E-01,2.30938E-02
523,6.75993E-01,8.61113E-01,2.29047E-02
523,6.77470E-01,8.62412E-01,2.27169E-02
523,6.78941E-01,8.63701E-01,2.25304E-02
523,6.80407E-01,8.64981E-01,2.23453E-02
523,6.81869E-01,8.66251E-01,2.21615E-02
524,6.83325E-01,8.67513E-01,2.19789E-02
524,6.84777E-01,8.68766E-01,2.17977E-02
524,6.86225E-01,8.70011E-01,2.16178E-02
524,6.87668E-01,8.71248E-01,2.14391E-02
524,6.89107E-01,8.72477E-01,2.12617E-02
524,6.90542E-01,8.73698E-01,2.10855E-02
524,6.91974E-01,8.74912E-01,2.09106E-02
524,6.93402E-01,8.76119E-01,2.07369E-02
524,6.94827E-01,8.77319E-01,2.05645E-02
524,6.96248E-01,8.78512E-01,2.03933E-02
524,6.97667E-01,8.79699E-01,2.02233E-02
525,6.99082E-01,8.80880E-01,2.00545E-02
525,7.00495E-01,8.82056E-01,1.98869E-02
525,7.01906E-01,8.83226E-01,1.97205E-02
525,7.03314E-01,8.84390E-01,1.95552E-02
525,7.04720E-01,8.85550E-01,1.93912E-02
525,7.06125E-01,8.86705E-01,1.92283E-02
525,7.07527E-01,8.87855E-01,1.90666E-02
525,7.08927E-01,8.89000E-01,1.89061E-02
525,7.10325E-01,8.90140E-01,1.87467E-02
526,7.11721E-01,8.91275E-01,1.85884E-02
526,7.13114E-01,8.92405E-01,1.84314E-02
526,7.14505E-01,8.93530E-01,1.82754E-02
526,7.15893E-01,8.94650E-01,1.81206E-02
526,7.17279E-01,8.95764E-01,1.79670E-02
526,7.18662E-01,8.96873E-01,1.78145E-02
526,7.20043E-01,8.97976E-01,1.76631E-02
526,7.21420E-01,8.99073E-01,1.75129E-02
526,7.22794E-01,9.00165E-01,1.73638E-02
526,7.24166E-01,9.01251E-01,1.72159E-02
526,7.25534E-01,9.02330E-01,1.70690E-02
527,7.26898E-01,9.03404E-01,1.69233E-02
527,7.28260E-01,9.04472E-01,1.67787E-02
527,7.29618E-01,9.05534E-01,1.66351E-02
527,7.30972E-01,9.06589E-01,1.64927E-02
527,7.32323E-01,9.07638E-01,1.63514E-02
527,7.33670E-01,9.08680E-01,1.62112E-02
527,7.35013E-01,9.09716E-01,1.60721E-02
527,7.36352E-01,9.10746E-01,1.59341E-02
527,7.37687E-01,9.11768E-01,1.57972E-02
528,7.39018E-01,9.12784E-01,1.56613E-02
528,7.40344E-01,9.13793E-01,1.55265E-02
528,7.41666E-01,9.14794E-01,1.53928E-02
528,7.42984E-01,9.15789E-01,1.52602E-02
528,7.44297E-01,9.16776E-01,1.51286E-02
528,7.45606E-01,9.17757E-01,1.49980E-02
528,7.46909E-01,9.18729E-01,1.48686E-02
528,7.48208E-01,9.19695E-01,1.47401E-02
528,7.49502E-01,9.20652E-01,1.46127E-02
528,7.50791E-01,9.21602E-01,1.44864E-02
528,7.52074E-01,9.22545E-01,1.43610E-02
529,7.53352E-01,9.23479E-01,1.42367E-02
529,7.54625E-01,9.24406E-01,1.41135E-02
529,7.55892E-01,9.25324E-01,1.39912E-02
529,7.57154E-01,9.26235E-01,1.38699E-02
529,7.58410E-01,9.27137E-01,1.37497E-02
529,7.59660E-01,9.28031E-01,1.36304E-02
529,7.60904E-01,9.28916E-01,1.35122E-02
529,7.62142E-01,9.29793E-01,1.33949E-02
529,7.63374E-01,9.30662E-01,1.32786E-02
530,7.64600E-01,9.31522E-01,1.31633E-02
530,7.65819E-01,9.32373E-01,1.30490E-02
530,7.67032E-01,9.33215E-01,1.29356E-02
530,7.68238E-01,9.34048E-01,1.28232E-02
530,7.69437E-01,9.34872E-01,1.27118E-02
530,7.70630E-01,9.35687E-01,1.26013E-02
530,7.71816E-01,9.36493E-01,1.24917E-02
530,7.72995E-01,9.37290E-01,1.23831E-02
530,7.74167E-01,9.38078E-01,1.22754E-02
530,7.75333E-01,9.38857E-01,1.21686E-02
530,7.76493E-01,9.39628E-01,1.20628E-02
531,7.77647E-01,9.40390E-01,1.19578E-02
531,7.78796E-01,9.41145E-01,1.18537E-02
531,7.79938E-01,9.41891E-01,1.17505E-02
531,7.81076E-01,9.42630E-01,1.16481E-02
531,7.82208E-01,9.43362E-01,1.15466E-02
531,7.83335E-01,9.44086E-01,1.14459E-02
531,7.84457E-01,9.44803E-01,1.13461E-02
531,7.85575E-01,9.45513E-01,1.12471E-02
531,7.86689E-01,9.46217E-01,1.11489E-02
532,7.87798E-01,9.46914E-01,1.10516E-02
532,7.88903E-01,9.47604E-01,1.09550E-02
532,7.90005E-01,9.48289E-01,1.08592E-02
532,7.91103E-01,9.48968E-01,1.07642E-02
532,7.92198E-01,9.49641E-01,1.06700E-02
532,7.93290E-01,9.50309E-01,1.05766E-02
532,7.94378E-01,9.50972E-01,1.04839E-02
532,7.95465E-01,9.51629E-01,1.03920E-02
532,7.96548E-01,9.52282E-01,1.03008E-02
532,7.97630E-01,9.52930E-01,1.02103E-02
532,7.98709E-01,9.53573E-01,1.01206E-02
533,7.99787E-01,9.54213E-01,1.00316E-02
533,8.00863E-01,9.54848E-01,9.94332E-03
533,8.01938E-01,9.55480E-01,9.85574E-03
533,8.03011E-01,9.56108E-01,9.76887E-03
533,8.04084E-01,9.56733E-01,9.68268E-03
533,8.05156E-01,9.57354E-01,9.59718E-03
533,8.06228E-01,9.57973E-01,9.51236E-03
533,8.07299E-01,9.58589E-01,9.42821E-03
533,8.08371E-01,9.59203E-01,9.34473E-03
534,8.09442E-01,9.59814E-01,9.26190E-03
534,8.10514E-01,9.60423E-01,9.17973E-03
534,8.11587E-01,9.61031E-01,9.09821E-03
534,8.12661E-01,9.61636E-01,9.01733E-03
534,8.13736E-01,9.62241E-01,8.93708E-03
534,8.14813E-01,9.62844E-01,8.85746E-03
534,8.15891E-01,9.63446E-01,8.77846E-03
534,8.16971E-01,9.64047E-01,8.70008E-03
534,8.18053E-01,9.64648E-01,8.62231E-03
534,8.19138E-01,9.65249E-01,8.54514E-03
534,8.20226E-01,9.65849E-01,8.46857E-03
535,8.21316E-01,9.66450E-01,8.39260E-03
535,8.22409E-01,9.67051E-01,8.31721E-03
535,8.23506E-01,9.67653E-01,8.24241E-03
535,8.24606E-01,9.68255E-01,8.16819E-03
535,8.25711E-01,9.68858E-01,8.09453E-03
535,8.26819E-01,9.69463E-01,8.02145E-03
535,8.27932E-01,9.70069E-01,7.94893E-03
535,8.29048E-01,9.70675E-01,7.87697E-03
535,8.30167E-01,9.71282E-01,7.80558E-03
536,8.31290E-01,9.71889E-01,7.73474E-03
536,8.32415E-01,9.72496E-01,7.66447E-03
536,8.33544E-01,9.73103E-01,7.59475E-03
536,8.34675E-01,9.73709E-01,7.52558E-03
536,8.35808E-01,9.74315E-01,7.45697E-03
536,8.36943E-01,9.74919E-01,7.38890E-03
536,8.38080E-01,9.75522E-01,7.32138E-03
536,8.39218E-01,9.76124E-01,7.25441E-03
536,8.40358E-01,9.76724E-01,7.18798E-03
536,8.41498E-01,9.77321E-01,7.12209E-03
536,8.42640E-01,9.77917E-01,7.05674E-03
537,8.43781E-01,9.78510E-01,6.99193E-03
537,8.44924E-01,9.79100E-01,6.92765E-03
537,8.46066E-01,9.79686E-01,6.86390E-03
537,8.47207E-01,9.80270E-01,6.80068E-03
537,8.48349E-01,9.80850E-01,6.73799E-03
537,8.49489E-01,9.81425E-01,6.67582E-03
537,8.50629E-01,9.81997E-01,6.61417E-03
537,8.51767E-01,9.82564E-01,6.55304E-03
537,8.52904E-01,9.83127E-01,6.49243E-03
538,8.54038E-01,9.83684E-01,6.43234E-03
538,8.55171E-01,9.84237E-01,6.37275E-03
538,8.56302E-01,9.84783E-01,6.31367E-03
538,8.57429E-01,9.85324E-01,6.25510E-03
538,8.58554E-01,9.85859E-01,6.19703E-03
538,8.59676E-01,9.86388E-01,6.13947E-03
538,8.60794E-01,9.86910E-01,6.08240E-03
538,8.61908E-01,9.87425E-01,6.02582E-03
538,8.63019E-01,9.87933E-01,5.96974E-03
538,8.64125E-01,9.88434E-01,5.91415E-03
538,8.65226E-01,9.88927E-01,5.85905E-03
539,8.66323E-01,9.89412E-01,5.80443E-03
539,8.67415E-01,9.89889E-01,5.75029E-03
539,8.68501E-01,9.90357E-01,5.69663E-03
539,8.69582E-01,9.90817E-01,5.64345E-03
539,8.70656E-01,9.91267E-01,5.59073E-03
539,8.71725E-01,9.91709E-01,5.53849E-03
539,8.72786E-01,9.92140E-01,5.48672E-03
539,8.73841E-01,9.92562E-01,5.43541E-03
539,8.74889E-01,9.92974E-01,5.38456E-03
540,8.75930E-01,9.93375E-01,5.33417E-03
540,8.76963E-01,9.93766E-01,5.28424E-03
540,8.77987E-01,9.94146E-01,5.23476E-03
540,8.79004E-01,9.94514E-01,5.18573E-03
540,8.80012E-01,9.94871E-01,5.13714E-03
540,8.81011E-01,9.95217E-01,5.08900E-03
540,8.82001E-01,9.95550E-01,5.04130E-03
540,8.82982E-01,9.95871E-01,4.99404E-03
540,8.83953E-01,9.96180E-01,4.94721E-03
540,8.84916E-01,9.96477E-01,4.90081E-03
540,8.85869E-01,9.96763E-01,4.85483E-03
541,8.86813E-01,9.97036E-01,4.80928E-03
541,8.87747E-01,9.97297E-01,4.76414E-03
541,8.88673E-01,9.97546E-01,4.71942E-03
541,8.89589E-01,9.97783E-01,4.67510E-03
541,8.90496E-01,9.98007E-01,4.63120E-03
541,8.91394E-01,9.98220E-01,4.58769E-03
541,8.92282E-01,9.98421E-01,4.54459E-03
541,8.93161E-01,9.98610E-01,4.50187E-03
541,8.94030E-01,9.98787E-01,4.45955E-03
542,8.94891E-01,9.98951E-01,4.41762E-03
542,8.95742E-01,9.99104E-01,4.37607E-03
542,8.96583E-01,9.99245E-01,4.33491E-03
542,8.97415E-01,9.99373E-01,4.29412E-03
542,8.98238E-01,9.99490E-01,4.25370E-03
542,8.99052E-01,9.99595E-01,4.21366E-03
542,8.99856E-01,9.99687E-01,4.17398E-03
542,9.00651E-01,9.99768E-01,4.13467E-03
542,9.01436E-01,9.99836E-01,4.09571E-03
542,9.02212E-01,9.99893E-01,4.05712E-03
542,9.02978E-01,9.99938E-01,4.01887E-03
543,9.03735E-01,9.99970E-01,3.98098E-03
543,9.04483E-01,9.99991E-01,3.94344E-03
543,9.05221E-01,1.00000E+00,3.90624E-03
543,9.05950E-01,9.99997E-01,3.86938E-03
543,9.06669E-01,9.99982E-01,3.83286E-03
543,9.07379E-01,9.99955E-01,3.79668E-03
543,9.08079E-01,9.99916E-01,3.76082E-03
543,9.08770E-01,9.99865E-01,3.72530E-03
543,9.09451E-01,9.99802E-01,3.69010E-03
544,9.10123E-01,9.99728E-01,3.65523E-03
544,9.10786E-01,9.99641E-01,3.62067E-03
544,9.11439E-01,9.99543E-01,3.58643E-03
544,9.12083E-01,9.99433E-01,3.55251E-03
544,9.12717E-01,9.99311E-01,3.51890E-03
544,9.13341E-01,9.99177E-01,3.48559E-03
544,9.13956E-01,9.99031E-01,3.45260E-03
544,9.14562E-01,9.98874E-01,3.41990E-03
544,9.15158E-01,9.98705E-01,3.38751E-03
544,9.15745E-01,9.98524E-01,3.35541E-03
544,9.16322E-01,9.98331E-01,3.32361E-03
545,9.16890E-01,9.98127E-01,3.29210E-03
545,9.17449E-01,9.97911E-01,3.26088E-03
545,9.17997E-01,9.97683E-01,3.22995E-03
545,9.18537E-01,9.97444E-01,3.19930E-03
545,9.19067E-01,9.97193E-01,3.16893E-03
545,9.19587E-01,9.96930E-01,3.13885E-03
545,9.20099E-01,9.96656E-01,3.10903E-03
545,9.20601E-01,9.96371E-01,3.07950E-03
545,9.21095E-01,9.96076E-01,3.05023E-03
546,9.21581E-01,9.95770E-01,3.02124E-03
546,9.22059E-01,9.95455E-01,2.99251E-03
546,9.22529E-01,9.95130E-01,2.96404E-03
546,9.22992E-01,9.94796E-01,2.93584E-03
546,9.23448E-01,9.94453E-01,2.90789E-03
546,9.23898E-01,9.94102E-01,2.88021E-03
546,9.24341E-01,9.93742E-01,2.85277E-03
546,9.24778E-01,9.93375E-01,2.82560E-03
546,9.25210E-01,9.93001E-01,2.79867E-03
546,9.25636E-01,9.92620E-01,2.77198E-03
546,9.26057E-01,9.92232E-01,2.74555E-03
547,9.26474E-01,9.91837E-01,2.71936E-03
547,9.26886E-01,9.91437E-01,2.69340E-03
547,9.27294E-01,9.91031E-01,2.66769E-03
547,9.27698E-01,9.90620E-01,2.64222E-03
547,9.28099E-01,9.90204E-01,2.61698E-03
547,9.28497E-01,9.89784E-01,2.59197E-03
547,9.28893E-01,9.89360E-01,2.56719E-03
547,9.29285E-01,9.88931E-01,2.54264E-03
547,9.29676E-01,9.88499E-01,2.51832E-03
548,9.30065E-01,9.88064E-01,2.49422E-03
548,9.30453E-01,9.87627E-01,2.47034E-03
548,9.30839E-01,9.87187E-01,2.44668E-03
548,9.31225E-01,9.86745E-01,2.42324E-03
548,9.31610E-01,9.86301E-01,2.40002E-03
548,9.31995E-01,9.85855E-01,2.37701E-03
548,9.32381E-01,9.85409E-01,2.35422E-03
548,9.32767E-01,9.84962E-01,2.33163E-03
548,9.33154E-01,9.84515E-01,2.30925E-03
548,9.33542E-01,9.84068E-01,2.28708E-03
548,9.33932E-01,9.83621E-01,2.26511E-03
549,9.34324E-01,9.83175E-01,2.24335E-03
549,9.34718E-01,9.82730E-01,2.22179E-03
549,9.35114E-01,9.82286E-01,2.20042E-03
549,9.35514E-01,9.81844E-01,2.17926E-03
549,9.35916E-01,9.81404E-01,2.15829E-03
549,9.36323E-01,9.80966E-01,2.13751E-03
549,9.36733E-01,9.80532E-01,2.11693E-03
549,9.37147E-01,9.80100E-01,2.09653E-03
549,9.37567E-01,9.79672E-01,2.07633E-03
550,9.37991E-01,9.79247E-01,2.05631E-03
550,9.38420E-01,9.78827E-01,2.03647E-03
550,9.38855E-01,9.78411E-01,2.01682E-03
550,9.39296E-01,9.78000E-01,1.99735E-03
550,9.39744E-01,9.77594E-01,1.97807E-03
550,9.40198E-01,9.77193E-01,1.95896E-03
550,9.40659E-01,9.76798E-01,1.94002E-03
550,9.41126E-01,9.76409E-01,1.92126E-03
550,9.41600E-01,9.76024E-01,1.90268E-03
550,9.42081E-01,9.75645E-01,1.88427E-03
550,9.42567E-01,9.75269E-01,1.86603E-03
551,9.43059E-01,9.74897E-01,1.84797E-03
551,9.43556E-01,9.74529E-01,1.83007E-03
551,9.44058E-01,9.74164E-01,1.81233E-03
551,9.44565E-01,9.73801E-01,1.79477E-03
551,9.45076E-01,9.73441E-01,1.77737E-03
551,9.45591E-01,9.73082E-01,1.76014E-03
551,9.46110E-01,9.72726E-01,1.74306E-03
551,9.46633E-01,9.72370E-01,1.72615E-03
