Wavelength,L,M,S
816,2.22285E-06,2.06461E-07,0.0
816,2.20974E-06,2.05338E-07,0.0
816,2.19672E-06,2.04221E-07,0.0
816,2.18378E-06,2.03110E-07,0.0
816,2.17092E-06,2.02005E-07,0.0
816,2.15815E-06,2.00907E-07,0.0
816,2.14545E-06,1.99816E-07,0.0
817,2.13283E-06,1.98730E-07,0.0
817,2.12030E-06,1.97651E-07,0.0
817,2.10784E-06,1.96577E-07,0.0
817,2.09546E-06,1.95510E-07,0.0
817,2.08315E-06,1.94449E-07,0.0
817,2.07092E-06,1.93394E-07,0.0
817,2.05877E-06,1.92344E-07,0.0
817,2.04669E-06,1.91301E-07,0.0
817,2.03469E-06,1.90263E-07,0.0
818,2.02276E-06,1.89231E-07,0.0
818,2.01090E-06,1.88205E-07,0.0
818,1.99912E-06,1.87184E-07,0.0
818,1.98740E-06,1.86169E-07,0.0
818,1.97576E-06,1.85159E-07,0.0
818,1.96419E-06,1.84155E-07,0.0
818,1.95269E-06,1.83157E-07,0.0
818,1.94126E-06,1.82164E-07,0.0
818,1.92989E-06,1.81176E-07,0.0
818,1.91860E-06,1.80193E-07,0.0
818,1.90737E-06,1.79216E-07,0.0
819,1.89621E-06,1.78244E-07,0.0
819,1.88511E-06,1.77277E-07,0.0
819,1.87408E-06,1.76315E-07,0.0
819,1.86312E-06,1.75358E-07,0.0
819,1.85222E-06,1.74407E-07,0.0
819,1.84138E-06,1.73460E-07,0.0
819,1.83061E-06,1.72518E-07,0.0
819,1.81990E-06,1.71581E-07,0.0
819,1.80926E-06,1.70649E-07,0.0
820,1.79867E-06,1.69722E-07,0.0
820,1.78815E-06,1.68800E-07,0.0
820,1.77769E-06,1.67882E-07,0.0
820,1.76729E-06,1.66970E-07,0.0
820,1.75695E-06,1.66061E-07,0.0
820,1.74666E-06,1.65158E-07,0.0
820,1.73644E-06,1.64259E-07,0.0
820,1.72628E-06,1.63364E-07,0.0
820,1.71617E-06,1.62475E-07,0.0
820,1.70612E-06,1.61589E-07,0.0
820,1.69613E-06,1.60709E-07,0.0
821,1.68620E-06,1.59832E-07,0.0
821,1.67633E-06,1.58961E-07,0.0
821,1.66651E-06,1.58094E-07,0.0
821,1.65675E-06,1.57231E-07,0.0
821,1.64705E-06,1.56373E-07,0.0
821,1.63740E-06,1.55519E-07,0.0
821,1.62781E-06,1.54669E-07,0.0
821,1.61828E-06,1.53824E-07,0.0
821,1.60880E-06,1.52984E-07,0.0
822,1.59937E-06,1.52147E-07,0.0
822,1.59000E-06,1.51315E-07,0.0
822,1.58069E-06,1.50488E-07,0.0
822,1.57143E-06,1.49665E-07,0.0
822,1.56222E-06,1.48846E-07,0.0
822,1.55307E-06,1.48031E-07,0.0
822,1.54397E-06,1.47221E-07,0.0
822,1.53493E-06,1.46415E-07,0.0
822,1.52594E-06,1.45613E-07,0.0
822,1.51700E-06,1.44815E-07,0.0
822,1.50812E-06,1.44022E-07,0.0
823,1.49928E-06,1.43233E-07,0.0
823,1.49050E-06,1.42448E-07,0.0
823,1.48178E-06,1.41667E-07,0.0
823,1.47310E-06,1.40890E-07,0.0
823,1.46448E-06,1.40117E-07,0.0
823,1.45590E-06,1.39349E-07,0.0
823,1.44738E-06,1.38585E-07,0.0
823,1.43891E-06,1.37824E-07,0.0
823,1.43049E-06,1.37068E-07,0.0
824,1.42211E-06,1.36316E-07,0.0
824,1.41379E-06,1.35568E-07,0.0
824,1.40552E-06,1.34824E-07,0.0
824,1.39730E-06,1.34084E-07,0.0
824,1.38913E-06,1.33347E-07,0.0
824,1.38100E-06,1.32615E-07,0.0
824,1.37293E-06,1.31887E-07,0.0
824,1.36490E-06,1.31163E-07,0.0
824,1.35692E-06,1.30442E-07,0.0
824,1.34899E-06,1.29726E-07,0.0
824,1.34111E-06,1.29013E-07,0.0
825,1.33328E-06,1.28305E-07,0.0
825,1.32549E-06,1.27600E-07,0.0
825,1.31775E-06,1.26899E-07,0.0
825,1.31005E-06,1.26202E-07,0.0
825,1.30241E-06,1.25508E-07,0.0
825,1.29481E-06,1.24819E-07,0.0
825,1.28725E-06,1.24133E-07,0.0
825,1.27974E-06,1.23451E-07,0.0
825,1.27228E-06,1.22773E-07,0.0
826,1.26486E-06,1.22098E-07,0.0
826,1.25749E-06,1.21427E-07,0.0
826,1.25016E-06,1.20760E-07,0.0
826,1.24288E-06,1.20097E-07,0.0
826,1.23564E-06,1.19437E-07,0.0
826,1.22844E-06,1.18781E-07,0.0
826,1.22129E-06,1.18128E-07,0.0
826,1.21419E-06,1.17479E-07,0.0
826,1.20712E-06,1.16834E-07,0.0
826,1.20010E-06,1.16192E-07,0.0
826,1.19312E-06,1.15554E-07,0.0
827,1.18619E-06,1.14919E-07,0.0
827,1.17930E-06,1.14288E-07,0.0
827,1.17245E-06,1.13660E-07,0.0
827,1.16564E-06,1.13036E-07,0.0
827,1.15888E-06,1.12416E-07,0.0
827,1.15215E-06,1.11799E-07,0.0
827,1.14547E-06,1.11185E-07,0.0
827,1.13883E-06,1.10575E-07,0.0
827,1.13223E-06,1.09968E-07,0.0
828,1.12567E-06,1.09364E-07,0.0
828,1.11915E-06,1.08764E-07,0.0
828,1.11267E-06,1.08168E-07,0.0
828,1.10623E-06,1.07574E-07,0.0
828,1.09984E-06,1.06984E-07,0.0
828,1.09348E-06,1.06398E-07,0.0
828,1.08716E-06,1.05815E-07,0.0
828,1.08088E-06,1.05235E-07,0.0
828,1.07464E-06,1.04658E-07,0.0
828,1.06844E-06,1.04084E-07,0.0
828,1.06227E-06,1.03514E-07,0.0
829,1.05615E-06,1.02947E-07,0.0
829,1.05006E-06,1.02383E-07,0.0
829,1.04401E-06,1.01823E-07,0.0
829,1.03800E-06,1.01266E-07,0.0
829,1.03203E-06,1.00711E-07,0.0
829,1.02609E-06,1.00160E-07,0.0
829,1.02019E-06,9.96126E-08,0.0
829,1.01433E-06,9.90679E-08,0.0
829,1.00850E-06,9.85262E-08,0.0
830,1.00271E-06,9.79877E-08,0.0
830,9.96959E-07,9.74523E-08,0.0
830,9.91242E-07,9.69199E-08,0.0
830,9.85561E-07,9.63906E-08,0.0
830,9.79916E-07,9.58644E-08,0.0
830,9.74306E-07,9.53411E-08,0.0
